lr-AdamW,step,nlvr2/train/loss,nlvr2/train/accuracy,val/the_metric,epoch,nlvr2/val/accuracy_epoch,nlvr2/val/loss_epoch,nlvr2/train/accuracy_epoch,nlvr2/train/loss_epoch,train/the_metric
0.0001,59,,,,,,,,,
0.0001,59,,,,,,,,,
0.0001,59,,,,,,,,,
0.0001,59,,,,,,,,,
0.0001,59,,,,,,,,,
0.0001,59,,,,,,,,,
0.0001,59,,,,,,,,,
,59,0.6754838228225708,0.6875,0.6754838228225708,0,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
0.0001,69,,,,,,,,,
,69,0.6618190407752991,0.6875,0.6618190407752991,0,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
0.0001,79,,,,,,,,,
,79,0.7190159559249878,0.375,0.7190159559249878,0,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
0.0001,89,,,,,,,,,
,89,0.7575717568397522,0.3125,0.7575717568397522,0,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
0.0001,99,,,,,,,,,
,99,0.7092576622962952,0.375,0.7092576622962952,0,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
0.0001,109,,,,,,,,,
,109,0.7092857956886292,0.4375,0.7092857956886292,0,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
0.0001,119,,,,,,,,,
,119,0.7469878196716309,0.3125,0.7469878196716309,0,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
0.0001,129,,,,,,,,,
,129,0.6926921010017395,0.6875,0.6926921010017395,0,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
0.0001,139,,,,,,,,,
,139,0.7092406749725342,0.3125,0.7092406749725342,0,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
0.0001,149,,,,,,,,,
,149,0.6877304911613464,0.5625,0.6877304911613464,0,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
0.0001,159,,,,,,,,,
,159,0.6933721899986267,0.5625,0.6933721899986267,0,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
0.0001,169,,,,,,,,,
,169,0.6969316005706787,0.5,0.6969316005706787,0,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
0.0001,179,,,,,,,,,
,179,0.7140323519706726,0.3125,0.7140323519706726,0,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
,189,0.6900051236152649,0.5625,0.6900051236152649,0,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
,199,0.6948434114456177,0.5,0.6948434114456177,0,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
,209,0.6861413717269897,0.5625,0.6861413717269897,0,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
,219,0.6770321130752563,0.625,0.6770321130752563,0,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
,229,0.6881942749023438,0.5625,0.6881942749023438,0,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
,239,0.6965095400810242,0.5,0.6965095400810242,0,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
,249,0.6958048939704895,0.5,0.6958048939704895,0,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
,259,0.6950087547302246,0.4375,0.6950087547302246,0,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
,269,0.693228542804718,0.5,0.693228542804718,0,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
,279,0.6944901943206787,0.4375,0.6944901943206787,0,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
,289,0.6866306066513062,0.5625,0.6866306066513062,0,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
,299,0.7039781808853149,0.4375,0.7039781808853149,0,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
,309,0.6891301870346069,0.5625,0.6891301870346069,0,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
,319,0.6891602277755737,0.5625,0.6891602277755737,0,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
,329,0.7057780027389526,0.4375,0.7057780027389526,0,,,,,
,337,,,nan,0,nan,nan,,,
,337,,,,0,,,0.5045673847198486,0.6997336149215698,0.5045673847198486
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
,339,0.7093030214309692,0.3125,0.7093030214309692,1,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
,349,0.7198656797409058,0.375,0.7198656797409058,1,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
,359,0.6664740443229675,0.75,0.6664740443229675,1,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
,369,0.693144679069519,0.5,0.693144679069519,1,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
,379,0.686013400554657,0.5625,0.686013400554657,1,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
,389,0.6932030916213989,0.5,0.6932030916213989,1,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
,399,0.6976600885391235,0.4375,0.6976600885391235,1,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
,409,0.6859230399131775,0.6875,0.6859230399131775,1,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
,419,0.7030197381973267,0.3125,0.7030197381973267,1,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
,429,0.6936554908752441,0.5,0.6936554908752441,1,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
,439,0.696345865726471,0.5,0.696345865726471,1,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
,449,0.6902599930763245,0.5625,0.6902599930763245,1,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
,459,0.6671305894851685,0.625,0.6671305894851685,1,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
,469,0.6935846209526062,0.5,0.6935846209526062,1,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
