lr-AdamW,step,vqa/train/loss,vqa/train/score,val/the_metric,epoch,vqa/val/loss,vqa/val/score,vqa/val/score_epoch,vqa/val/loss_epoch,vqa/train/score_epoch,vqa/train/loss_epoch,train/the_metric
,89,3.857454776763916,0.581250011920929,3.857454776763916,0,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
,99,8.514265060424805,0.32499998807907104,8.514265060424805,0,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
,109,5.322809219360352,0.6187499761581421,5.322809219360352,0,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
,119,6.936359405517578,0.3687499761581421,6.936359405517578,0,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
,129,5.54313325881958,0.5062500238418579,5.54313325881958,0,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
,139,3.6133227348327637,0.7625000476837158,3.6133227348327637,0,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
,149,3.458157777786255,0.3499999940395355,3.458157777786255,0,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
,159,5.982665061950684,0.3687500059604645,5.982665061950684,0,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
,169,6.634006977081299,0.34375,6.634006977081299,0,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
,179,9.383796691894531,0.20624999701976776,9.383796691894531,0,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
,189,5.780625820159912,0.3499999940395355,5.780625820159912,0,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
,199,8.041696548461914,0.23749999701976776,8.041696548461914,0,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
,209,4.714227676391602,0.53125,4.714227676391602,0,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
,219,5.722646713256836,0.5,5.722646713256836,0,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
,229,5.228802680969238,0.5062500238418579,5.228802680969238,0,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
,239,7.204667568206787,0.4625000059604645,7.204667568206787,0,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
,249,3.8745787143707275,0.7749999761581421,3.8745787143707275,0,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
,259,7.1736226081848145,0.3687499761581421,7.1736226081848145,0,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
,269,3.9804365634918213,0.6875,3.9804365634918213,0,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
,279,4.674483776092529,0.3687499761581421,4.674483776092529,0,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
,289,5.618100643157959,0.4937500059604645,5.618100643157959,0,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
,299,5.3007588386535645,0.4749999940395355,5.3007588386535645,0,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
,309,4.117265224456787,0.7625000476837158,4.117265224456787,0,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
,319,5.493131160736084,0.28125,5.493131160736084,0,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
,329,4.999114036560059,0.41874998807907104,4.999114036560059,0,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
,339,7.50194787979126,0.42499998211860657,7.50194787979126,0,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
,349,6.972286701202393,0.26875001192092896,6.972286701202393,0,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
,359,7.539553165435791,0.4124999940395355,7.539553165435791,0,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
,369,5.631835460662842,0.625,5.631835460662842,0,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
,379,5.9278178215026855,0.5062500238418579,5.9278178215026855,0,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
,389,5.225488185882568,0.48749998211860657,5.225488185882568,0,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
,399,3.6401894092559814,0.5562499761581421,3.6401894092559814,0,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
,409,3.4574387073516846,0.5625,3.4574387073516846,0,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
,419,3.4101343154907227,0.737500011920929,3.4101343154907227,0,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
,429,3.3565731048583984,0.581250011920929,3.3565731048583984,0,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
,439,5.309573650360107,0.6187499761581421,5.309573650360107,0,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
,449,4.560183525085449,0.5249999761581421,4.560183525085449,0,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
,459,3.2890026569366455,0.5625,3.2890026569366455,0,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
,469,5.013820171356201,0.5874999761581421,5.013820171356201,0,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
,479,6.265254974365234,0.42500001192092896,6.265254974365234,0,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
,489,4.5357489585876465,0.5750000476837158,4.5357489585876465,0,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
,499,5.587244033813477,0.3687500059604645,5.587244033813477,0,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
,509,6.372503757476807,0.4375,6.372503757476807,0,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
,519,3.653512954711914,0.45625001192092896,3.653512954711914,0,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
,529,4.312936782836914,0.5062500238418579,4.312936782836914,0,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
,539,3.8003013134002686,0.39375001192092896,3.8003013134002686,0,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
,549,6.29822301864624,0.3500000238418579,6.29822301864624,0,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
,559,5.042459964752197,0.39375001192092896,5.042459964752197,0,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
,569,6.24151086807251,0.4312500059604645,6.24151086807251,0,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
,579,3.265824556350708,0.6875,3.265824556350708,0,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
,589,6.86717414855957,0.518750011920929,6.86717414855957,0,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
,599,4.369685649871826,0.5062500238418579,4.369685649871826,0,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
,609,3.6546826362609863,0.5625,3.6546826362609863,0,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
,619,5.8334126472473145,0.5687500238418579,5.8334126472473145,0,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
,629,3.96610951423645,0.6625000238418579,3.96610951423645,0,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
,639,4.83057165145874,0.4124999940395355,4.83057165145874,0,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
,649,5.029518127441406,0.6187499761581421,5.029518127441406,0,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
,659,4.281795024871826,0.53125,4.281795024871826,0,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
,669,3.6423497200012207,0.5499999523162842,3.6423497200012207,0,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
,679,4.416600227355957,0.6499999761581421,4.416600227355957,0,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
,689,5.494600296020508,0.40625,5.494600296020508,0,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
,699,6.712489604949951,0.3499999940395355,6.712489604949951,0,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
,709,3.1750576496124268,0.7374999523162842,3.1750576496124268,0,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
,719,5.185657501220703,0.48750001192092896,5.185657501220703,0,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
,729,5.076140880584717,0.6000000238418579,5.076140880584717,0,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
,739,4.725052356719971,0.45625001192092896,4.725052356719971,0,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
,749,4.68754243850708,0.6124999523162842,4.68754243850708,0,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
,759,6.0139617919921875,0.5,6.0139617919921875,0,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
0.0001,769,,,,,,,,,,,
