lr-AdamW,step,vqa/train/loss,vqa/train/score,val/the_metric,epoch,vqa/val/loss,vqa/val/score,vqa/val/score_epoch,vqa/val/loss_epoch,vqa/train/score_epoch,vqa/train/loss_epoch,train/the_metric
,89,2.931656837463379,0.699999988079071,2.931656837463379,0,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
0.0001,99,,,,,,,,,,,
,99,3.952188014984131,0.543749988079071,3.952188014984131,0,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
0.0001,109,,,,,,,,,,,
,109,2.818330764770508,0.7875000238418579,2.818330764770508,0,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
0.0001,119,,,,,,,,,,,
,119,3.4834227561950684,0.8125,3.4834227561950684,0,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
0.0001,129,,,,,,,,,,,
,129,3.4841225147247314,0.6000000238418579,3.4841225147247314,0,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
0.0001,139,,,,,,,,,,,
,139,2.15531849861145,0.7437499761581421,2.15531849861145,0,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
0.0001,149,,,,,,,,,,,
,149,2.288248300552368,0.643750011920929,2.288248300552368,0,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
0.0001,159,,,,,,,,,,,
,159,3.677259683609009,0.7437499761581421,3.677259683609009,0,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
0.0001,169,,,,,,,,,,,
,169,4.144491672515869,0.59375,4.144491672515869,0,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
0.0001,179,,,,,,,,,,,
,179,4.832468509674072,0.550000011920929,4.832468509674072,0,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
0.0001,189,,,,,,,,,,,
,189,4.1546196937561035,0.6187499761581421,4.1546196937561035,0,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
0.0001,199,,,,,,,,,,,
,199,5.068347930908203,0.59375,5.068347930908203,0,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
0.0001,209,,,,,,,,,,,
,209,3.141420841217041,0.59375,3.141420841217041,0,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
0.0001,219,,,,,,,,,,,
,219,2.8136327266693115,0.7625000476837158,2.8136327266693115,0,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
0.0001,229,,,,,,,,,,,
,229,3.198026180267334,0.6749999523162842,3.198026180267334,0,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
0.0001,239,,,,,,,,,,,
,239,4.891483306884766,0.5375000238418579,4.891483306884766,0,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
0.0001,249,,,,,,,,,,,
,249,3.1657323837280273,0.7000000476837158,3.1657323837280273,0,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
0.0001,259,,,,,,,,,,,
,259,3.62750244140625,0.4937499761581421,3.62750244140625,0,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
0.0001,269,,,,,,,,,,,
,269,2.59683895111084,0.78125,2.59683895111084,0,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
0.0001,279,,,,,,,,,,,
,279,3.1575653553009033,0.8374999761581421,3.1575653553009033,0,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
0.0001,289,,,,,,,,,,,
,289,3.274989604949951,0.574999988079071,3.274989604949951,0,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
0.0001,299,,,,,,,,,,,
,299,3.176751136779785,0.6625000238418579,3.176751136779785,0,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
0.0001,309,,,,,,,,,,,
,309,2.8099279403686523,0.7562500238418579,2.8099279403686523,0,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
0.0001,319,,,,,,,,,,,
,319,3.237210750579834,0.6625000238418579,3.237210750579834,0,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
0.0001,329,,,,,,,,,,,
,329,3.2405638694763184,0.6124999523162842,3.2405638694763184,0,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
0.0001,339,,,,,,,,,,,
,339,4.013749122619629,0.5249999761581421,4.013749122619629,0,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
0.0001,349,,,,,,,,,,,
,349,4.6869916915893555,0.42500001192092896,4.6869916915893555,0,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
0.0001,359,,,,,,,,,,,
,359,4.664226531982422,0.6937500238418579,4.664226531982422,0,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
0.0001,369,,,,,,,,,,,
,369,3.3631346225738525,0.8187499642372131,3.3631346225738525,0,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
0.0001,379,,,,,,,,,,,
,379,3.5675854682922363,0.59375,3.5675854682922363,0,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
0.0001,389,,,,,,,,,,,
,389,3.6995315551757812,0.6312500238418579,3.6995315551757812,0,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
0.0001,399,,,,,,,,,,,
,399,2.5987966060638428,0.6749999523162842,2.5987966060638428,0,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
0.0001,409,,,,,,,,,,,
,409,2.3223650455474854,0.8250000476837158,2.3223650455474854,0,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
0.0001,419,,,,,,,,,,,
,419,2.5831682682037354,0.824999988079071,2.5831682682037354,0,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
0.0001,429,,,,,,,,,,,
,429,2.390765905380249,0.637499988079071,2.390765905380249,0,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
0.0001,439,,,,,,,,,,,
,439,4.0986480712890625,0.6187499761581421,4.0986480712890625,0,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
0.0001,449,,,,,,,,,,,
,449,3.1530590057373047,0.6875,3.1530590057373047,0,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
0.0001,459,,,,,,,,,,,
,459,2.2744994163513184,0.78125,2.2744994163513184,0,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
0.0001,469,,,,,,,,,,,
,469,3.184788942337036,0.6625000238418579,3.184788942337036,0,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
0.0001,479,,,,,,,,,,,
,479,4.430246353149414,0.550000011920929,4.430246353149414,0,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
0.0001,489,,,,,,,,,,,
,489,3.361480712890625,0.59375,3.361480712890625,0,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
0.0001,499,,,,,,,,,,,
,499,4.16969108581543,0.5125000476837158,4.16969108581543,0,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
0.0001,509,,,,,,,,,,,
,509,4.082874298095703,0.7312500476837158,4.082874298095703,0,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
0.0001,519,,,,,,,,,,,
,519,2.7265899181365967,0.637499988079071,2.7265899181365967,0,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
0.0001,529,,,,,,,,,,,
,529,3.601186513900757,0.4750000238418579,3.601186513900757,0,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
0.0001,539,,,,,,,,,,,
,539,2.727231740951538,0.6187499761581421,2.727231740951538,0,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
0.0001,549,,,,,,,,,,,
,549,3.7399375438690186,0.762499988079071,3.7399375438690186,0,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
0.0001,559,,,,,,,,,,,
,559,3.8736720085144043,0.6124999523162842,3.8736720085144043,0,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
0.0001,569,,,,,,,,,,,
,569,4.883265972137451,0.59375,4.883265972137451,0,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
0.0001,579,,,,,,,,,,,
,579,2.999821424484253,0.75,2.999821424484253,0,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
0.0001,589,,,,,,,,,,,
,589,4.730540752410889,0.706250011920929,4.730540752410889,0,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
0.0001,599,,,,,,,,,,,
,599,3.064248561859131,0.8062499761581421,3.064248561859131,0,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
0.0001,609,,,,,,,,,,,
,609,2.8012375831604004,0.4750000238418579,2.8012375831604004,0,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
0.0001,619,,,,,,,,,,,
,619,3.6643924713134766,0.6499999761581421,3.6643924713134766,0,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
0.0001,629,,,,,,,,,,,
,629,2.8207101821899414,0.65625,2.8207101821899414,0,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
0.0001,639,,,,,,,,,,,
,639,3.0616300106048584,0.7437499761581421,3.0616300106048584,0,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
0.0001,649,,,,,,,,,,,
,649,4.105827331542969,0.612500011920929,4.105827331542969,0,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
0.0001,659,,,,,,,,,,,
,659,3.635749340057373,0.6375000476837158,3.635749340057373,0,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
0.0001,669,,,,,,,,,,,
,669,2.8033244609832764,0.7875000238418579,2.8033244609832764,0,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
0.0001,679,,,,,,,,,,,
,679,3.6108694076538086,0.762499988079071,3.6108694076538086,0,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
0.0001,689,,,,,,,,,,,
,689,3.3035166263580322,0.6937499642372131,3.3035166263580322,0,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
0.0001,699,,,,,,,,,,,
,699,4.51055908203125,0.36250001192092896,4.51055908203125,0,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
0.0001,709,,,,,,,,,,,
,709,2.9281957149505615,0.574999988079071,2.9281957149505615,0,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
0.0001,719,,,,,,,,,,,
,719,3.6496198177337646,0.6187499761581421,3.6496198177337646,0,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
0.0001,729,,,,,,,,,,,
,729,3.8590943813323975,0.7749999761581421,3.8590943813323975,0,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
0.0001,739,,,,,,,,,,,
,739,3.6171162128448486,0.612500011920929,3.6171162128448486,0,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
0.0001,749,,,,,,,,,,,
,749,3.527202844619751,0.6687500476837158,3.527202844619751,0,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
0.0001,759,,,,,,,,,,,
,759,3.886770248413086,0.6625000238418579,3.886770248413086,0,,,,,,,
0.0001,769,,,,,,,,,,,
