lr-AdamW,step,nlvr2/train/loss,nlvr2/train/accuracy,epoch,nlvr2/val/accuracy_epoch,nlvr2/val/loss_epoch,val/the_metric,nlvr2/train/accuracy_epoch,nlvr2/train/loss_epoch,train/the_metric
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
,189,0.6911761164665222,0.375,0,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
,199,0.6983131766319275,0.5,0,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
,209,0.7151550650596619,0.4375,0,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
,219,0.6847344040870667,0.5625,0,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
,229,0.7259963750839233,0.375,0,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
,239,0.6753425598144531,0.5625,0,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
,249,0.6750714778900146,0.625,0,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
,259,0.6883504986763,0.6875,0,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
,269,0.6953297257423401,0.375,0,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
,279,0.6965885162353516,0.4375,0,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
,289,0.6666579246520996,0.6875,0,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
,299,0.7047250270843506,0.375,0,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
,309,0.6938761472702026,0.4375,0,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
,319,0.6937215328216553,0.4375,0,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
,329,0.6902589797973633,0.5625,0,,,,,,
,337,,,0,nan,nan,nan,,,
,337,,,0,,,,0.5018870830535889,0.7053221464157104,0.5018870830535889
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
,339,0.6898337006568909,0.5,1,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
,349,0.6950833201408386,0.5,1,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
,359,0.6720820665359497,0.6875,1,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
,369,0.6901023983955383,0.5625,1,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
,379,0.7085996866226196,0.4375,1,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
,389,0.6889726519584656,0.5,1,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
,399,0.6926238536834717,0.625,1,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
,409,0.6974221467971802,0.5625,1,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
,419,0.6980074048042297,0.4375,1,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
,429,0.6756851673126221,0.875,1,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
,439,0.6917934417724609,0.5,1,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
,449,0.6977863311767578,0.3125,1,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
,459,0.7024372816085815,0.5,1,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
,469,0.6933539509773254,0.4375,1,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
,479,0.7041678428649902,0.4375,1,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
,489,0.694392204284668,0.5625,1,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
,499,0.6685295701026917,0.6875,1,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
,509,0.7098979949951172,0.4375,1,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
,519,0.6901387572288513,0.625,1,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
,529,0.6838688850402832,0.625,1,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
,539,0.720878541469574,0.3125,1,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
,549,0.68547123670578,0.5625,1,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
,559,0.7246360778808594,0.3125,1,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
,569,0.6920280456542969,0.625,1,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
,579,0.6757305860519409,0.6875,1,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
,589,0.6868820786476135,0.5625,1,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
,599,0.7139442563056946,0.25,1,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
,609,0.6769822239875793,0.6875,1,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
,619,0.6957051753997803,0.5,1,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
,629,0.6909384727478027,0.625,1,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
,639,0.6907839775085449,0.5625,1,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
,649,0.6901162266731262,0.5625,1,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
,659,0.6906800866127014,0.5625,1,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
,669,0.628039538860321,0.75,1,,,,,,
,675,,,1,nan,nan,nan,,,
,675,,,1,,,,0.5010882616043091,0.6951563358306885,0.5010882616043091
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
,679,0.7252120971679688,0.375,2,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
,689,0.6879816651344299,0.6875,2,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
,699,0.6605512499809265,0.75,2,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
,709,0.6883187890052795,0.5625,2,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
,719,0.6882809400558472,0.625,2,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
,729,0.692889928817749,0.5625,2,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
,739,0.6848008036613464,0.625,2,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
,749,0.6867762207984924,0.5625,2,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
,759,0.7025337815284729,0.375,2,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
,769,0.6953768134117126,0.375,2,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
,779,0.6875059604644775,0.5625,2,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
,789,0.6865814924240112,0.6875,2,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
,799,0.6931500434875488,0.5625,2,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
,809,0.6896416544914246,0.5625,2,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
,819,0.717160701751709,0.3125,2,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
,829,0.7274178266525269,0.3125,2,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
,839,0.6820904016494751,0.625,2,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
,849,0.6840536594390869,0.6875,2,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
,859,0.7062491774559021,0.3125,2,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
,869,0.6893609762191772,0.5625,2,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
,879,0.6941562294960022,0.4375,2,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
,889,0.6894106864929199,0.625,2,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
,899,0.6938047409057617,0.4375,2,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
,909,0.7306421995162964,0.1875,2,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
,919,0.6888498067855835,0.625,2,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
,929,0.6912438273429871,0.5625,2,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
,939,0.6887193918228149,0.6875,2,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
,949,0.7189448475837708,0.5,2,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
,959,0.6755989193916321,0.6875,2,,,,,,
0.0001,969,,,,,,,,,
0.0001,969,,,,,,,,,
0.0001,969,,,,,,,,,
0.0001,969,,,,,,,,,
,969,0.6977971792221069,0.4375,2,,,,,,
0.0001,979,,,,,,,,,
0.0001,979,,,,,,,,,
0.0001,979,,,,,,,,,
0.0001,979,,,,,,,,,
,979,0.68925541639328,0.6875,2,,,,,,
0.0001,989,,,,,,,,,
0.0001,989,,,,,,,,,
0.0001,989,,,,,,,,,
0.0001,989,,,,,,,,,
,989,0.6946634650230408,0.375,2,,,,,,
0.0001,999,,,,,,,,,
0.0001,999,,,,,,,,,
0.0001,999,,,,,,,,,
0.0001,999,,,,,,,,,
,999,0.6804676055908203,0.625,2,,,,,,
0.0001,1009,,,,,,,,,
0.0001,1009,,,,,,,,,
0.0001,1009,,,,,,,,,
0.0001,1009,,,,,,,,,
,1009,0.6900311708450317,0.5625,2,,,,,,
,1013,,,2,nan,nan,nan,,,
,1013,,,2,,,,0.5049203634262085,0.6947538256645203,0.5049203634262085
0.0001,1019,,,,,,,,,
0.0001,1019,,,,,,,,,
0.0001,1019,,,,,,,,,
0.0001,1019,,,,,,,,,
,1019,0.6650825142860413,0.75,3,,,,,,
0.0001,1029,,,,,,,,,
0.0001,1029,,,,,,,,,
0.0001,1029,,,,,,,,,
0.0001,1029,,,,,,,,,
,1029,0.6918530464172363,0.5625,3,,,,,,
0.0001,1039,,,,,,,,,
0.0001,1039,,,,,,,,,
0.0001,1039,,,,,,,,,
0.0001,1039,,,,,,,,,
,1039,0.677925169467926,0.625,3,,,,,,
0.0001,1049,,,,,,,,,
0.0001,1049,,,,,,,,,
0.0001,1049,,,,,,,,,
0.0001,1049,,,,,,,,,
,1049,0.6951862573623657,0.5,3,,,,,,
0.0001,1059,,,,,,,,,
0.0001,1059,,,,,,,,,
0.0001,1059,,,,,,,,,
0.0001,1059,,,,,,,,,
,1059,0.6995634436607361,0.4375,3,,,,,,
0.0001,1069,,,,,,,,,
0.0001,1069,,,,,,,,,
0.0001,1069,,,,,,,,,
0.0001,1069,,,,,,,,,
,1069,0.6907938122749329,0.625,3,,,,,,
0.0001,1079,,,,,,,,,
0.0001,1079,,,,,,,,,
0.0001,1079,,,,,,,,,
0.0001,1079,,,,,,,,,
,1079,0.6816044449806213,0.625,3,,,,,,
0.0001,1089,,,,,,,,,
0.0001,1089,,,,,,,,,
0.0001,1089,,,,,,,,,
0.0001,1089,,,,,,,,,
,1089,0.692094087600708,0.5,3,,,,,,
0.0001,1099,,,,,,,,,
0.0001,1099,,,,,,,,,
0.0001,1099,,,,,,,,,
0.0001,1099,,,,,,,,,
,1099,0.6880779266357422,0.5625,3,,,,,,
0.0001,1109,,,,,,,,,
0.0001,1109,,,,,,,,,
0.0001,1109,,,,,,,,,
0.0001,1109,,,,,,,,,
,1109,0.6918726563453674,0.4375,3,,,,,,
0.0001,1119,,,,,,,,,
0.0001,1119,,,,,,,,,
0.0001,1119,,,,,,,,,
0.0001,1119,,,,,,,,,
,1119,0.6864876747131348,0.625,3,,,,,,
0.0001,1129,,,,,,,,,
0.0001,1129,,,,,,,,,
0.0001,1129,,,,,,,,,
0.0001,1129,,,,,,,,,
,1129,0.6945428848266602,0.375,3,,,,,,
0.0001,1139,,,,,,,,,
0.0001,1139,,,,,,,,,
0.0001,1139,,,,,,,,,
0.0001,1139,,,,,,,,,
,1139,0.6942511200904846,0.375,3,,,,,,
0.0001,1149,,,,,,,,,
0.0001,1149,,,,,,,,,
0.0001,1149,,,,,,,,,
0.0001,1149,,,,,,,,,
,1149,0.6856303811073303,0.625,3,,,,,,
0.0001,1159,,,,,,,,,
0.0001,1159,,,,,,,,,
0.0001,1159,,,,,,,,,
0.0001,1159,,,,,,,,,
,1159,0.6831048727035522,0.625,3,,,,,,
0.0001,1169,,,,,,,,,
0.0001,1169,,,,,,,,,
0.0001,1169,,,,,,,,,
0.0001,1169,,,,,,,,,
,1169,0.6942582726478577,0.5,3,,,,,,
0.0001,1179,,,,,,,,,
0.0001,1179,,,,,,,,,
0.0001,1179,,,,,,,,,
0.0001,1179,,,,,,,,,
,1179,0.6924477815628052,0.5625,3,,,,,,
0.0001,1189,,,,,,,,,
0.0001,1189,,,,,,,,,
0.0001,1189,,,,,,,,,
0.0001,1189,,,,,,,,,
,1189,0.6907232403755188,0.5625,3,,,,,,
0.0001,1199,,,,,,,,,
0.0001,1199,,,,,,,,,
0.0001,1199,,,,,,,,,
0.0001,1199,,,,,,,,,
,1199,0.693924069404602,0.375,3,,,,,,
0.0001,1209,,,,,,,,,
0.0001,1209,,,,,,,,,
0.0001,1209,,,,,,,,,
0.0001,1209,,,,,,,,,
,1209,0.6954879760742188,0.4375,3,,,,,,
0.0001,1219,,,,,,,,,
0.0001,1219,,,,,,,,,
0.0001,1219,,,,,,,,,
0.0001,1219,,,,,,,,,
,1219,0.7009337544441223,0.4375,3,,,,,,
0.0001,1229,,,,,,,,,
0.0001,1229,,,,,,,,,
0.0001,1229,,,,,,,,,
0.0001,1229,,,,,,,,,
,1229,0.6903689503669739,0.5625,3,,,,,,
0.0001,1239,,,,,,,,,
0.0001,1239,,,,,,,,,
0.0001,1239,,,,,,,,,
0.0001,1239,,,,,,,,,
,1239,0.6953210830688477,0.4375,3,,,,,,
0.0001,1249,,,,,,,,,
0.0001,1249,,,,,,,,,
0.0001,1249,,,,,,,,,
0.0001,1249,,,,,,,,,
,1249,0.6919985413551331,0.625,3,,,,,,
0.0001,1259,,,,,,,,,
0.0001,1259,,,,,,,,,
0.0001,1259,,,,,,,,,
0.0001,1259,,,,,,,,,
,1259,0.700459897518158,0.375,3,,,,,,
0.0001,1269,,,,,,,,,
0.0001,1269,,,,,,,,,
0.0001,1269,,,,,,,,,
0.0001,1269,,,,,,,,,
,1269,0.7027002573013306,0.375,3,,,,,,
0.0001,1279,,,,,,,,,
0.0001,1279,,,,,,,,,
0.0001,1279,,,,,,,,,
0.0001,1279,,,,,,,,,
,1279,0.6872535943984985,0.5625,3,,,,,,
0.0001,1289,,,,,,,,,
0.0001,1289,,,,,,,,,
0.0001,1289,,,,,,,,,
0.0001,1289,,,,,,,,,
,1289,0.6924294233322144,0.5625,3,,,,,,
0.0001,1299,,,,,,,,,
0.0001,1299,,,,,,,,,
0.0001,1299,,,,,,,,,
0.0001,1299,,,,,,,,,
,1299,0.690366268157959,0.5625,3,,,,,,
0.0001,1309,,,,,,,,,
0.0001,1309,,,,,,,,,
0.0001,1309,,,,,,,,,
0.0001,1309,,,,,,,,,
,1309,0.6892484426498413,0.625,3,,,,,,
0.0001,1319,,,,,,,,,
0.0001,1319,,,,,,,,,
0.0001,1319,,,,,,,,,
0.0001,1319,,,,,,,,,
,1319,0.7100306749343872,0.375,3,,,,,,
0.0001,1329,,,,,,,,,
0.0001,1329,,,,,,,,,
0.0001,1329,,,,,,,,,
0.0001,1329,,,,,,,,,
,1329,0.6919711828231812,0.5625,3,,,,,,
0.0001,1339,,,,,,,,,
0.0001,1339,,,,,,,,,
0.0001,1339,,,,,,,,,
0.0001,1339,,,,,,,,,
,1339,0.6894441843032837,0.6875,3,,,,,,
0.0001,1349,,,,,,,,,
0.0001,1349,,,,,,,,,
0.0001,1349,,,,,,,,,
0.0001,1349,,,,,,,,,
,1349,0.6977158188819885,0.5,3,,,,,,
,1351,,,3,nan,nan,nan,,,
,1351,,,3,,,,0.5023154616355896,0.694058358669281,0.5023154616355896
0.0001,1359,,,,,,,,,
0.0001,1359,,,,,,,,,
0.0001,1359,,,,,,,,,
0.0001,1359,,,,,,,,,
,1359,0.6836122274398804,0.6875,4,,,,,,
0.0001,1369,,,,,,,,,
0.0001,1369,,,,,,,,,
0.0001,1369,,,,,,,,,
0.0001,1369,,,,,,,,,
,1369,0.6885566115379333,0.5625,4,,,,,,
0.0001,1379,,,,,,,,,
0.0001,1379,,,,,,,,,
0.0001,1379,,,,,,,,,
0.0001,1379,,,,,,,,,
,1379,0.6869164109230042,0.5625,4,,,,,,
0.0001,1389,,,,,,,,,
0.0001,1389,,,,,,,,,
0.0001,1389,,,,,,,,,
0.0001,1389,,,,,,,,,
,1389,0.6861692667007446,0.8125,4,,,,,,
0.0001,1399,,,,,,,,,
0.0001,1399,,,,,,,,,
0.0001,1399,,,,,,,,,
0.0001,1399,,,,,,,,,
,1399,0.6882294416427612,0.5625,4,,,,,,
0.0001,1409,,,,,,,,,
0.0001,1409,,,,,,,,,
0.0001,1409,,,,,,,,,
0.0001,1409,,,,,,,,,
,1409,0.6995375156402588,0.25,4,,,,,,
0.0001,1419,,,,,,,,,
0.0001,1419,,,,,,,,,
0.0001,1419,,,,,,,,,
0.0001,1419,,,,,,,,,
,1419,0.7019935250282288,0.3125,4,,,,,,
0.0001,1429,,,,,,,,,
0.0001,1429,,,,,,,,,
0.0001,1429,,,,,,,,,
0.0001,1429,,,,,,,,,
,1429,0.6848160624504089,0.75,4,,,,,,
0.0001,1439,,,,,,,,,
0.0001,1439,,,,,,,,,
0.0001,1439,,,,,,,,,
0.0001,1439,,,,,,,,,
,1439,0.6930845975875854,0.4375,4,,,,,,
0.0001,1449,,,,,,,,,
0.0001,1449,,,,,,,,,
0.0001,1449,,,,,,,,,
0.0001,1449,,,,,,,,,
,1449,0.7020987868309021,0.375,4,,,,,,
0.0001,1459,,,,,,,,,
0.0001,1459,,,,,,,,,
0.0001,1459,,,,,,,,,
0.0001,1459,,,,,,,,,
,1459,0.6950926184654236,0.4375,4,,,,,,
0.0001,1469,,,,,,,,,
0.0001,1469,,,,,,,,,
0.0001,1469,,,,,,,,,
0.0001,1469,,,,,,,,,
,1469,0.6962422728538513,0.375,4,,,,,,
0.0001,1479,,,,,,,,,
0.0001,1479,,,,,,,,,
0.0001,1479,,,,,,,,,
0.0001,1479,,,,,,,,,
,1479,0.6996244192123413,0.4375,4,,,,,,
0.0001,1489,,,,,,,,,
0.0001,1489,,,,,,,,,
0.0001,1489,,,,,,,,,
0.0001,1489,,,,,,,,,
,1489,0.6927137970924377,0.5,4,,,,,,
0.0001,1499,,,,,,,,,
0.0001,1499,,,,,,,,,
0.0001,1499,,,,,,,,,
0.0001,1499,,,,,,,,,
,1499,0.69935542345047,0.375,4,,,,,,
0.0001,1509,,,,,,,,,
