lr-AdamW,step,nlvr2/train/loss,nlvr2/train/accuracy,epoch,nlvr2/val/accuracy_epoch,nlvr2/val/loss_epoch,val/the_metric,nlvr2/train/accuracy_epoch,nlvr2/train/loss_epoch,train/the_metric
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
0.0001,189,,,,,,,,,
,189,0.7074131369590759,0.3125,0,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
0.0001,199,,,,,,,,,
,199,0.6881024241447449,0.5625,0,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
0.0001,209,,,,,,,,,
,209,0.7259588241577148,0.4375,0,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
0.0001,219,,,,,,,,,
,219,0.680368959903717,0.6875,0,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
0.0001,229,,,,,,,,,
,229,0.6957317590713501,0.625,0,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
0.0001,239,,,,,,,,,
,239,0.7006157636642456,0.4375,0,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
0.0001,249,,,,,,,,,
,249,0.6732538938522339,0.6875,0,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
0.0001,259,,,,,,,,,
,259,0.6744086146354675,0.6875,0,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
0.0001,269,,,,,,,,,
,269,0.7224540710449219,0.3125,0,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
0.0001,279,,,,,,,,,
,279,0.6922410726547241,0.5625,0,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
0.0001,289,,,,,,,,,
,289,0.6698209643363953,0.6875,0,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
0.0001,299,,,,,,,,,
,299,0.6819332242012024,0.6875,0,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
0.0001,309,,,,,,,,,
,309,0.6947804689407349,0.5,0,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
0.0001,319,,,,,,,,,
,319,0.6868917942047119,0.5625,0,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
0.0001,329,,,,,,,,,
,329,0.67372065782547,0.5625,0,,,,,,
,337,,,0,nan,nan,nan,,,
,337,,,0,,,,0.5066916942596436,0.7023743987083435,0.5066916942596436
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
0.0001,339,,,,,,,,,
,339,0.6706041097640991,0.75,1,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
0.0001,349,,,,,,,,,
,349,0.7094441056251526,0.4375,1,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
0.0001,359,,,,,,,,,
,359,0.6897127628326416,0.5625,1,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
0.0001,369,,,,,,,,,
,369,0.6928706169128418,0.625,1,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
0.0001,379,,,,,,,,,
,379,0.6998913288116455,0.5,1,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
0.0001,389,,,,,,,,,
,389,0.6626265645027161,0.8125,1,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
0.0001,399,,,,,,,,,
,399,0.7230564951896667,0.375,1,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
0.0001,409,,,,,,,,,
,409,0.6877397298812866,0.5,1,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
0.0001,419,,,,,,,,,
,419,0.6963943839073181,0.4375,1,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
0.0001,429,,,,,,,,,
,429,0.684261679649353,0.625,1,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
0.0001,439,,,,,,,,,
,439,0.6967517733573914,0.4375,1,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
0.0001,449,,,,,,,,,
,449,0.6930472254753113,0.625,1,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
0.0001,459,,,,,,,,,
,459,0.7158554196357727,0.4375,1,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
0.0001,469,,,,,,,,,
,469,0.6800335645675659,0.625,1,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
0.0001,479,,,,,,,,,
,479,0.6936631798744202,0.5625,1,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
0.0001,489,,,,,,,,,
,489,0.672258198261261,0.625,1,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
0.0001,499,,,,,,,,,
,499,0.656018853187561,0.6875,1,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
0.0001,509,,,,,,,,,
,509,0.7224701642990112,0.4375,1,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
0.0001,519,,,,,,,,,
,519,0.6887583136558533,0.6875,1,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
0.0001,529,,,,,,,,,
,529,0.6744977831840515,0.5625,1,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
0.0001,539,,,,,,,,,
,539,0.7287740111351013,0.4375,1,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
0.0001,549,,,,,,,,,
,549,0.6782515645027161,0.5,1,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
0.0001,559,,,,,,,,,
,559,0.7242006659507751,0.3125,1,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
0.0001,569,,,,,,,,,
,569,0.6972627639770508,0.5,1,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
0.0001,579,,,,,,,,,
,579,0.6836056709289551,0.5625,1,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
0.0001,589,,,,,,,,,
,589,0.6881411075592041,0.625,1,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
0.0001,599,,,,,,,,,
,599,0.7119776010513306,0.1875,1,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
0.0001,609,,,,,,,,,
,609,0.6794331073760986,0.6875,1,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
0.0001,619,,,,,,,,,
,619,0.6972726583480835,0.5,1,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
0.0001,629,,,,,,,,,
,629,0.6872032880783081,0.5625,1,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
0.0001,639,,,,,,,,,
,639,0.6857355833053589,0.6875,1,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
0.0001,649,,,,,,,,,
,649,0.7254546880722046,0.5,1,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
0.0001,659,,,,,,,,,
,659,0.6877009272575378,0.5,1,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
0.0001,669,,,,,,,,,
,669,0.6497257947921753,0.75,1,,,,,,
,675,,,1,nan,nan,nan,,,
,675,,,1,,,,0.5156756639480591,0.693149209022522,0.5156756639480591
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
0.0001,679,,,,,,,,,
,679,0.7144820690155029,0.375,2,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
0.0001,689,,,,,,,,,
,689,0.6958345174789429,0.625,2,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
0.0001,699,,,,,,,,,
,699,0.6395794749259949,0.6875,2,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
0.0001,709,,,,,,,,,
,709,0.6851727366447449,0.4375,2,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
0.0001,719,,,,,,,,,
,719,0.695365846157074,0.4375,2,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
0.0001,729,,,,,,,,,
,729,0.6774020195007324,0.6875,2,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
0.0001,739,,,,,,,,,
,739,0.6596211791038513,0.8125,2,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
0.0001,749,,,,,,,,,
,749,0.7053301930427551,0.5625,2,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
0.0001,759,,,,,,,,,
,759,0.697130024433136,0.5625,2,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
0.0001,769,,,,,,,,,
,769,0.703663170337677,0.5,2,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
0.0001,779,,,,,,,,,
,779,0.6998417973518372,0.5,2,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
0.0001,789,,,,,,,,,
,789,0.697258472442627,0.5625,2,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
0.0001,799,,,,,,,,,
,799,0.6863055229187012,0.5625,2,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
0.0001,809,,,,,,,,,
,809,0.7083740234375,0.375,2,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
0.0001,819,,,,,,,,,
,819,0.7087860107421875,0.5,2,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
0.0001,829,,,,,,,,,
,829,0.7246332168579102,0.375,2,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
0.0001,839,,,,,,,,,
,839,0.6968876123428345,0.5,2,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
0.0001,849,,,,,,,,,
,849,0.6562315225601196,0.6875,2,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
0.0001,859,,,,,,,,,
,859,0.6691095232963562,0.5625,2,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
0.0001,869,,,,,,,,,
,869,0.6733936071395874,0.5625,2,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
0.0001,879,,,,,,,,,
,879,0.7346081137657166,0.375,2,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
0.0001,889,,,,,,,,,
,889,0.6541727185249329,0.75,2,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
0.0001,899,,,,,,,,,
,899,0.6548730731010437,0.75,2,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
0.0001,909,,,,,,,,,
,909,0.6899990439414978,0.5,2,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
0.0001,919,,,,,,,,,
,919,0.678593099117279,0.625,2,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
0.0001,929,,,,,,,,,
,929,0.6879976987838745,0.4375,2,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
0.0001,939,,,,,,,,,
,939,0.7218272089958191,0.4375,2,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
0.0001,949,,,,,,,,,
,949,0.6539064049720764,0.5,2,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
0.0001,959,,,,,,,,,
,959,0.6877402663230896,0.625,2,,,,,,
0.0001,969,,,,,,,,,
0.0001,969,,,,,,,,,
0.0001,969,,,,,,,,,
0.0001,969,,,,,,,,,
,969,0.679503858089447,0.5,2,,,,,,
0.0001,979,,,,,,,,,
0.0001,979,,,,,,,,,
0.0001,979,,,,,,,,,
0.0001,979,,,,,,,,,
,979,0.7191258072853088,0.4375,2,,,,,,
0.0001,989,,,,,,,,,
0.0001,989,,,,,,,,,
0.0001,989,,,,,,,,,
0.0001,989,,,,,,,,,
,989,0.7064328193664551,0.5625,2,,,,,,
0.0001,999,,,,,,,,,
0.0001,999,,,,,,,,,
0.0001,999,,,,,,,,,
0.0001,999,,,,,,,,,
,999,0.6969364881515503,0.4375,2,,,,,,
0.0001,1009,,,,,,,,,
0.0001,1009,,,,,,,,,
0.0001,1009,,,,,,,,,
0.0001,1009,,,,,,,,,
,1009,0.6892077326774597,0.4375,2,,,,,,
,1013,,,2,nan,nan,nan,,,
,1013,,,2,,,,0.5351254940032959,0.6895134449005127,0.5351254940032959
0.0001,1019,,,,,,,,,
0.0001,1019,,,,,,,,,
0.0001,1019,,,,,,,,,
0.0001,1019,,,,,,,,,
,1019,0.6572657227516174,0.6875,3,,,,,,
0.0001,1029,,,,,,,,,
0.0001,1029,,,,,,,,,
0.0001,1029,,,,,,,,,
0.0001,1029,,,,,,,,,
,1029,0.6886389851570129,0.5,3,,,,,,
0.0001,1039,,,,,,,,,
0.0001,1039,,,,,,,,,
0.0001,1039,,,,,,,,,
0.0001,1039,,,,,,,,,
,1039,0.6606568694114685,0.5625,3,,,,,,
0.0001,1049,,,,,,,,,
0.0001,1049,,,,,,,,,
0.0001,1049,,,,,,,,,
0.0001,1049,,,,,,,,,
,1049,0.7264782190322876,0.375,3,,,,,,
0.0001,1059,,,,,,,,,
0.0001,1059,,,,,,,,,
0.0001,1059,,,,,,,,,
0.0001,1059,,,,,,,,,
,1059,0.7222869396209717,0.5,3,,,,,,
0.0001,1069,,,,,,,,,
0.0001,1069,,,,,,,,,
0.0001,1069,,,,,,,,,
0.0001,1069,,,,,,,,,
,1069,0.654384434223175,0.5625,3,,,,,,
0.0001,1079,,,,,,,,,
0.0001,1079,,,,,,,,,
0.0001,1079,,,,,,,,,
0.0001,1079,,,,,,,,,
,1079,0.6281058192253113,0.75,3,,,,,,
0.0001,1089,,,,,,,,,
0.0001,1089,,,,,,,,,
0.0001,1089,,,,,,,,,
0.0001,1089,,,,,,,,,
,1089,0.7167186141014099,0.5,3,,,,,,
0.0001,1099,,,,,,,,,
0.0001,1099,,,,,,,,,
0.0001,1099,,,,,,,,,
0.0001,1099,,,,,,,,,
,1099,0.7142428159713745,0.4375,3,,,,,,
0.0001,1109,,,,,,,,,
0.0001,1109,,,,,,,,,
0.0001,1109,,,,,,,,,
0.0001,1109,,,,,,,,,
,1109,0.6590533256530762,0.5625,3,,,,,,
0.0001,1119,,,,,,,,,
0.0001,1119,,,,,,,,,
0.0001,1119,,,,,,,,,
0.0001,1119,,,,,,,,,
,1119,0.6373782157897949,0.625,3,,,,,,
0.0001,1129,,,,,,,,,
0.0001,1129,,,,,,,,,
0.0001,1129,,,,,,,,,
0.0001,1129,,,,,,,,,
,1129,0.6749246120452881,0.5625,3,,,,,,
0.0001,1139,,,,,,,,,
0.0001,1139,,,,,,,,,
0.0001,1139,,,,,,,,,
0.0001,1139,,,,,,,,,
,1139,0.6906067728996277,0.5625,3,,,,,,
0.0001,1149,,,,,,,,,
0.0001,1149,,,,,,,,,
0.0001,1149,,,,,,,,,
0.0001,1149,,,,,,,,,
,1149,0.6515294313430786,0.5625,3,,,,,,
0.0001,1159,,,,,,,,,
0.0001,1159,,,,,,,,,
0.0001,1159,,,,,,,,,
0.0001,1159,,,,,,,,,
,1159,0.7457966208457947,0.3125,3,,,,,,
0.0001,1169,,,,,,,,,
0.0001,1169,,,,,,,,,
0.0001,1169,,,,,,,,,
0.0001,1169,,,,,,,,,
,1169,0.5610136389732361,0.75,3,,,,,,
0.0001,1179,,,,,,,,,
0.0001,1179,,,,,,,,,
0.0001,1179,,,,,,,,,
0.0001,1179,,,,,,,,,
,1179,0.7515221834182739,0.375,3,,,,,,
0.0001,1189,,,,,,,,,
0.0001,1189,,,,,,,,,
0.0001,1189,,,,,,,,,
0.0001,1189,,,,,,,,,
,1189,0.6452871561050415,0.5625,3,,,,,,
0.0001,1199,,,,,,,,,
0.0001,1199,,,,,,,,,
0.0001,1199,,,,,,,,,
0.0001,1199,,,,,,,,,
,1199,0.7116712331771851,0.5,3,,,,,,
0.0001,1209,,,,,,,,,
0.0001,1209,,,,,,,,,
0.0001,1209,,,,,,,,,
0.0001,1209,,,,,,,,,
,1209,0.708256721496582,0.4375,3,,,,,,
0.0001,1219,,,,,,,,,
0.0001,1219,,,,,,,,,
0.0001,1219,,,,,,,,,
0.0001,1219,,,,,,,,,
,1219,0.7067124843597412,0.5,3,,,,,,
0.0001,1229,,,,,,,,,
0.0001,1229,,,,,,,,,
0.0001,1229,,,,,,,,,
0.0001,1229,,,,,,,,,
,1229,0.6326979994773865,0.5625,3,,,,,,
0.0001,1239,,,,,,,,,
0.0001,1239,,,,,,,,,
0.0001,1239,,,,,,,,,
0.0001,1239,,,,,,,,,
,1239,0.6584053039550781,0.625,3,,,,,,
0.0001,1249,,,,,,,,,
0.0001,1249,,,,,,,,,
0.0001,1249,,,,,,,,,
0.0001,1249,,,,,,,,,
,1249,0.6707353591918945,0.625,3,,,,,,
0.0001,1259,,,,,,,,,
0.0001,1259,,,,,,,,,
0.0001,1259,,,,,,,,,
0.0001,1259,,,,,,,,,
,1259,0.7203009128570557,0.4375,3,,,,,,
0.0001,1269,,,,,,,,,
0.0001,1269,,,,,,,,,
0.0001,1269,,,,,,,,,
0.0001,1269,,,,,,,,,
,1269,0.7299630641937256,0.5,3,,,,,,
0.0001,1279,,,,,,,,,
0.0001,1279,,,,,,,,,
0.0001,1279,,,,,,,,,
0.0001,1279,,,,,,,,,
,1279,0.685785174369812,0.5625,3,,,,,,
0.0001,1289,,,,,,,,,
0.0001,1289,,,,,,,,,
0.0001,1289,,,,,,,,,
0.0001,1289,,,,,,,,,
,1289,0.5895711779594421,0.875,3,,,,,,
0.0001,1299,,,,,,,,,
0.0001,1299,,,,,,,,,
0.0001,1299,,,,,,,,,
0.0001,1299,,,,,,,,,
,1299,0.7013833522796631,0.4375,3,,,,,,
0.0001,1309,,,,,,,,,
0.0001,1309,,,,,,,,,
0.0001,1309,,,,,,,,,
0.0001,1309,,,,,,,,,
,1309,0.7399789690971375,0.375,3,,,,,,
0.0001,1319,,,,,,,,,
0.0001,1319,,,,,,,,,
0.0001,1319,,,,,,,,,
0.0001,1319,,,,,,,,,
,1319,0.7992635369300842,0.4375,3,,,,,,
0.0001,1329,,,,,,,,,
0.0001,1329,,,,,,,,,
0.0001,1329,,,,,,,,,
0.0001,1329,,,,,,,,,
,1329,0.6364092826843262,0.625,3,,,,,,
0.0001,1339,,,,,,,,,
0.0001,1339,,,,,,,,,
0.0001,1339,,,,,,,,,
0.0001,1339,,,,,,,,,
,1339,0.6558453440666199,0.75,3,,,,,,
0.0001,1349,,,,,,,,,
0.0001,1349,,,,,,,,,
0.0001,1349,,,,,,,,,
0.0001,1349,,,,,,,,,
,1349,0.6821129322052002,0.5,3,,,,,,
,1351,,,3,nan,nan,nan,,,
,1351,,,3,,,,0.5641381740570068,0.6807296276092529,0.5641381740570068
0.0001,1359,,,,,,,,,
0.0001,1359,,,,,,,,,
0.0001,1359,,,,,,,,,
0.0001,1359,,,,,,,,,
,1359,0.5872218608856201,0.6875,4,,,,,,
0.0001,1369,,,,,,,,,
0.0001,1369,,,,,,,,,
0.0001,1369,,,,,,,,,
0.0001,1369,,,,,,,,,
,1369,0.736456036567688,0.5,4,,,,,,
0.0001,1379,,,,,,,,,
0.0001,1379,,,,,,,,,
0.0001,1379,,,,,,,,,
0.0001,1379,,,,,,,,,
,1379,0.5832106471061707,0.5625,4,,,,,,
0.0001,1389,,,,,,,,,
0.0001,1389,,,,,,,,,
0.0001,1389,,,,,,,,,
0.0001,1389,,,,,,,,,
,1389,0.753331184387207,0.3125,4,,,,,,
0.0001,1399,,,,,,,,,
0.0001,1399,,,,,,,,,
0.0001,1399,,,,,,,,,
0.0001,1399,,,,,,,,,
,1399,0.5664804577827454,0.6875,4,,,,,,
0.0001,1409,,,,,,,,,
0.0001,1409,,,,,,,,,
0.0001,1409,,,,,,,,,
0.0001,1409,,,,,,,,,
,1409,0.5407826900482178,0.8125,4,,,,,,
0.0001,1419,,,,,,,,,
0.0001,1419,,,,,,,,,
0.0001,1419,,,,,,,,,
0.0001,1419,,,,,,,,,
,1419,0.6296766996383667,0.5625,4,,,,,,
0.0001,1429,,,,,,,,,
0.0001,1429,,,,,,,,,
0.0001,1429,,,,,,,,,
0.0001,1429,,,,,,,,,
,1429,0.6336899399757385,0.625,4,,,,,,
0.0001,1439,,,,,,,,,
0.0001,1439,,,,,,,,,
0.0001,1439,,,,,,,,,
0.0001,1439,,,,,,,,,
,1439,0.7449425458908081,0.5,4,,,,,,
0.0001,1449,,,,,,,,,
0.0001,1449,,,,,,,,,
0.0001,1449,,,,,,,,,
0.0001,1449,,,,,,,,,
,1449,0.6994701623916626,0.5,4,,,,,,
0.0001,1459,,,,,,,,,
0.0001,1459,,,,,,,,,
0.0001,1459,,,,,,,,,
0.0001,1459,,,,,,,,,
,1459,0.5764268040657043,0.75,4,,,,,,
0.0001,1469,,,,,,,,,
0.0001,1469,,,,,,,,,
0.0001,1469,,,,,,,,,
0.0001,1469,,,,,,,,,
,1469,0.6673093438148499,0.6875,4,,,,,,
0.0001,1479,,,,,,,,,
0.0001,1479,,,,,,,,,
0.0001,1479,,,,,,,,,
0.0001,1479,,,,,,,,,
,1479,0.6010147333145142,0.6875,4,,,,,,
0.0001,1489,,,,,,,,,
0.0001,1489,,,,,,,,,
0.0001,1489,,,,,,,,,
0.0001,1489,,,,,,,,,
,1489,0.6815095543861389,0.625,4,,,,,,
0.0001,1499,,,,,,,,,
0.0001,1499,,,,,,,,,
0.0001,1499,,,,,,,,,
0.0001,1499,,,,,,,,,
,1499,0.6313238143920898,0.6875,4,,,,,,
0.0001,1509,,,,,,,,,
