lr-AdamW,step,vqa/train/loss,vqa/train/score,epoch,vqa/val/loss,vqa/val/score,vqa/val/score_epoch,vqa/val/loss_epoch,val/the_metric,vqa/train/score_epoch,vqa/train/loss_epoch,train/the_metric
,14559,4.182500839233398,0.4124999940395355,17,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
0.0001,14569,,,,,,,,,,,
,14569,3.9473953247070312,0.625,17,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
0.0001,14579,,,,,,,,,,,
,14579,3.0935444831848145,0.737500011920929,17,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
0.0001,14589,,,,,,,,,,,
,14589,3.481109380722046,0.737500011920929,17,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,
,14599,3.4931490421295166,0.6625000238418579,17,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
0.0001,14609,,,,,,,,,,,
,14609,4.144675254821777,0.48750001192092896,17,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
0.0001,14619,,,,,,,,,,,
,14619,4.549315929412842,0.643750011920929,17,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
0.0001,14629,,,,,,,,,,,
,14629,5.682692050933838,0.3499999940395355,17,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
0.0001,14639,,,,,,,,,,,
,14639,3.8421432971954346,0.42500001192092896,17,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
0.0001,14649,,,,,,,,,,,
,14649,4.201109886169434,0.53125,17,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
0.0001,14659,,,,,,,,,,,
,14659,4.0902557373046875,0.737500011920929,17,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
0.0001,14669,,,,,,,,,,,
,14669,2.92079758644104,0.737500011920929,17,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
0.0001,14679,,,,,,,,,,,
,14679,3.5220751762390137,0.6312500238418579,17,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
0.0001,14689,,,,,,,,,,,
,14689,3.921217679977417,0.7437499761581421,17,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,
,14699,3.6717560291290283,0.518750011920929,17,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
0.0001,14709,,,,,,,,,,,
,14709,4.6828765869140625,0.65625,17,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
0.0001,14719,,,,,,,,,,,
,14719,3.7999520301818848,0.800000011920929,17,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
0.0001,14729,,,,,,,,,,,
,14729,3.7495784759521484,0.574999988079071,17,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
0.0001,14739,,,,,,,,,,,
,14739,3.1202950477600098,0.6749999523162842,17,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,
,14749,2.9728283882141113,0.6812499761581421,17,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
0.0001,14759,,,,,,,,,,,
,14759,3.73966908454895,0.59375,17,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
0.0001,14769,,,,,,,,,,,
,14769,2.5282578468322754,0.6875,17,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
0.0001,14779,,,,,,,,,,,
,14779,4.15492057800293,0.6625000238418579,17,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
0.0001,14789,,,,,,,,,,,
,14789,1.851727843284607,0.768750011920929,17,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
0.0001,14799,,,,,,,,,,,
,14799,2.404280662536621,0.6875,17,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
0.0001,14809,,,,,,,,,,,
,14809,4.381735801696777,0.4125000238418579,17,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
0.0001,14819,,,,,,,,,,,
,14819,3.018508195877075,0.7250000238418579,17,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
0.0001,14829,,,,,,,,,,,
,14829,5.98599910736084,0.4125000238418579,17,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
0.0001,14839,,,,,,,,,,,
,14839,4.374249458312988,0.65625,17,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,
,14849,2.871931314468384,0.581250011920929,17,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
0.0001,14859,,,,,,,,,,,
,14859,4.304861068725586,0.737500011920929,17,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
0.0001,14869,,,,,,,,,,,
,14869,3.3852474689483643,0.5499999523162842,17,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
0.0001,14879,,,,,,,,,,,
,14879,2.8560688495635986,0.6812499761581421,17,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
0.0001,14889,,,,,,,,,,,
,14889,2.9761040210723877,0.5874999761581421,17,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,
,14899,2.825181484222412,0.7437499761581421,17,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
0.0001,14909,,,,,,,,,,,
,14909,3.165747880935669,0.550000011920929,17,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
0.0001,14919,,,,,,,,,,,
,14919,2.7900466918945312,0.706250011920929,17,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
0.0001,14929,,,,,,,,,,,
,14929,4.076269626617432,0.5562499761581421,17,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
0.0001,14939,,,,,,,,,,,
,14939,3.6673569679260254,0.4375,17,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
0.0001,14949,,,,,,,,,,,
,14949,3.0669991970062256,0.7124999761581421,17,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
0.0001,14959,,,,,,,,,,,
,14959,3.4361624717712402,0.824999988079071,17,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
0.0001,14969,,,,,,,,,,,
,14969,4.222658634185791,0.6625000238418579,17,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
0.0001,14979,,,,,,,,,,,
,14979,2.9482667446136475,0.6812499761581421,17,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
0.0001,14989,,,,,,,,,,,
,14989,4.408714294433594,0.6187499761581421,17,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,
,14999,4.234869480133057,0.637499988079071,17,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
0.0001,15009,,,,,,,,,,,
,15009,3.6664798259735107,0.625,17,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
0.0001,15019,,,,,,,,,,,
,15019,4.428951263427734,0.6187499761581421,17,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
0.0001,15029,,,,,,,,,,,
,15029,4.956544399261475,0.699999988079071,17,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
0.0001,15039,,,,,,,,,,,
,15039,5.039576053619385,0.39375001192092896,17,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,
,15049,4.836259841918945,0.581250011920929,17,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
0.0001,15059,,,,,,,,,,,
,15059,5.019402503967285,0.637499988079071,17,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
0.0001,15069,,,,,,,,,,,
,15069,3.93119215965271,0.5062500238418579,17,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
0.0001,15079,,,,,,,,,,,
,15079,4.0839314460754395,0.550000011920929,17,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
0.0001,15089,,,,,,,,,,,
,15089,3.820483446121216,0.75,17,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
0.0001,15099,,,,,,,,,,,
,15099,3.09440016746521,0.4125000238418579,17,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
0.0001,15109,,,,,,,,,,,
,15109,3.6218926906585693,0.612500011920929,17,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
0.0001,15119,,,,,,,,,,,
,15119,4.815500736236572,0.59375,17,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
0.0001,15129,,,,,,,,,,,
,15129,2.6053621768951416,0.65625,17,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
0.0001,15139,,,,,,,,,,,
,15139,2.9758379459381104,0.7437499761581421,17,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,
,15149,2.7930452823638916,0.6812499761581421,17,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
0.0001,15159,,,,,,,,,,,
,15159,3.341033935546875,0.768750011920929,17,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
0.0001,15169,,,,,,,,,,,
,15169,3.1964409351348877,0.574999988079071,17,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
0.0001,15179,,,,,,,,,,,
,15179,2.2913200855255127,0.78125,17,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
0.0001,15189,,,,,,,,,,,
,15189,3.067695379257202,0.6000000238418579,17,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,
,15199,5.118908405303955,0.38749998807907104,17,,,,,,,,
0.0001,15209,,,,,,,,,,,
0.0001,15209,,,,,,,,,,,
0.0001,15209,,,,,,,,,,,
0.0001,15209,,,,,,,,,,,
0.0001,15209,,,,,,,,,,,
